datetime,RADIACAO_GLOBAL,RADIACAO_GLOBAL_IMPUTADA,dayofyear,hour
2019-01-04 04:00:00,0.0,0.0,4,4
2019-01-04 05:00:00,0.0,0.0,4,5
2019-01-04 06:00:00,0.0,0.0,4,6
2019-01-04 07:00:00,0.0,0.0,4,7
2019-01-04 08:00:00,0.0,0.0,4,8
2019-01-04 09:00:00,0.0,0.0,4,9
2019-01-04 10:00:00,0.0,0.0,4,10
2019-01-04 11:00:00,0.0,0.0,4,11
2019-01-04 12:00:00,0.0,1883.0,4,12
2019-01-04 13:00:00,705.0,705.0,4,13
2019-01-04 14:00:00,0.0,0.0,4,14
2019-01-04 15:00:00,0.0,0.0,4,15
2019-01-04 16:00:00,0.0,0.0,4,16
2019-01-04 17:00:00,0.0,0.0,4,17
2019-01-04 18:00:00,0.0,2754.0,4,18
2019-01-04 19:00:00,0.0,2091.0,4,19
2019-01-04 20:00:00,0.0,541.0,4,20
2019-01-04 21:00:00,0.0,494.0,4,21
2019-01-04 22:00:00,0.0,101.0,4,22
2019-01-04 23:00:00,0.0,4.0,4,23
2019-01-05 00:00:00,0.0,0.0,5,0
2019-01-05 01:00:00,0.0,0.0,5,1
2019-01-05 02:00:00,0.0,0.0,5,2
2019-01-05 03:00:00,0.0,1.0,5,3
2019-01-05 04:00:00,0.0,0.0,5,4
2019-01-05 05:00:00,0.0,0.0,5,5
2019-01-05 06:00:00,0.0,0.0,5,6
2019-01-05 07:00:00,0.0,0.0,5,7
2019-01-05 08:00:00,0.0,0.0,5,8
2019-01-05 09:00:00,0.0,0.0,5,9
2019-01-05 10:00:00,0.0,0.0,5,10
2019-01-05 11:00:00,0.0,0.0,5,11
2019-01-05 12:00:00,816.0,816.0,5,12
2019-01-05 13:00:00,0.0,0.0,5,13
2019-01-05 14:00:00,0.0,0.0,5,14
2019-01-05 15:00:00,0.0,3603.0,5,15
2019-01-05 16:00:00,0.0,0.0,5,16
2019-01-05 17:00:00,0.0,0.0,5,17
2019-01-05 18:00:00,0.0,1249.0,5,18
2019-01-05 19:00:00,0.0,1659.0,5,19
2019-01-05 20:00:00,0.0,1243.0,5,20
2019-01-05 21:00:00,0.0,0.0,5,21
2019-01-05 22:00:00,0.0,0.0,5,22
2019-01-05 23:00:00,0.0,0.0,5,23
2019-01-06 00:00:00,0.0,0.0,6,0
2019-01-06 01:00:00,0.0,0.0,6,1
2019-01-06 02:00:00,0.0,0.0,6,2
2019-01-06 03:00:00,0.0,0.0,6,3
2019-01-06 04:00:00,0.0,0.0,6,4
2019-01-06 05:00:00,0.0,0.0,6,5
2019-01-06 06:00:00,0.0,0.0,6,6
2019-01-06 07:00:00,0.0,0.0,6,7
2019-01-06 08:00:00,0.0,0.0,6,8
2019-01-06 09:00:00,0.0,0.0,6,9
2019-01-06 10:00:00,0.0,338.0,6,10
2019-01-06 11:00:00,0.0,0.0,6,11
2019-01-06 12:00:00,0.0,1289.0,6,12
2019-01-06 13:00:00,0.0,1274.0,6,13
2019-01-06 14:00:00,0.0,0.0,6,14
2019-01-06 15:00:00,0.0,0.0,6,15
2019-01-06 16:00:00,0.0,0.0,6,16
2019-01-06 17:00:00,0.0,0.0,6,17
2019-01-06 18:00:00,0.0,0.0,6,18
2019-01-06 19:00:00,0.0,0.0,6,19
2019-01-06 20:00:00,0.0,919.0,6,20
2019-01-06 21:00:00,0.0,0.0,6,21
2019-01-06 22:00:00,116.0,116.0,6,22
2019-01-06 23:00:00,0.0,0.0,6,23
2019-01-07 00:00:00,0.0,0.0,7,0
2019-01-07 01:00:00,0.0,0.0,7,1
2019-01-07 02:00:00,0.0,0.0,7,2
2019-01-07 03:00:00,0.0,0.0,7,3
2019-01-07 04:00:00,0.0,0.0,7,4
2019-01-07 05:00:00,0.0,0.0,7,5
2019-01-07 06:00:00,0.0,0.0,7,6
2019-01-07 07:00:00,0.0,0.0,7,7
2019-01-07 08:00:00,0.0,0.0,7,8
2019-01-07 09:00:00,0.0,0.0,7,9
2019-01-07 10:00:00,0.0,0.0,7,10
2019-01-07 11:00:00,0.0,0.0,7,11
2019-01-07 12:00:00,0.0,0.0,7,12
2019-01-07 13:00:00,0.0,0.0,7,13
2019-01-07 14:00:00,0.0,0.0,7,14
2019-01-07 15:00:00,0.0,2780.0,7,15
2019-01-07 16:00:00,0.0,2729.0,7,16
2019-01-07 17:00:00,3450.0,3450.0,7,17
2019-01-07 18:00:00,0.0,0.0,7,18
2019-01-07 19:00:00,0.0,0.0,7,19
2019-01-07 20:00:00,0.0,0.0,7,20
2019-01-07 21:00:00,0.0,0.0,7,21
2019-01-07 22:00:00,0.0,0.0,7,22
2019-01-07 23:00:00,0.0,0.0,7,23
2019-01-08 00:00:00,0.0,0.0,8,0
2019-01-08 01:00:00,0.0,0.0,8,1
2019-01-08 02:00:00,0.0,0.0,8,2
2019-01-08 03:00:00,0.0,0.0,8,3
2019-01-08 04:00:00,0.0,0.0,8,4
2019-01-08 05:00:00,0.0,0.0,8,5
2019-01-08 06:00:00,0.0,0.0,8,6
2019-01-08 07:00:00,0.0,0.0,8,7
2019-01-08 08:00:00,0.0,0.0,8,8
2019-01-08 09:00:00,0.0,0.0,8,9
2019-01-08 10:00:00,0.0,541.5,8,10
2019-01-08 11:00:00,0.0,0.0,8,11
2019-01-08 12:00:00,0.0,0.0,8,12
2019-01-08 13:00:00,0.0,1600.0,8,13
2019-01-08 14:00:00,0.0,3080.0,8,14
2019-01-08 15:00:00,0.0,0.0,8,15
2019-01-08 16:00:00,0.0,0.0,8,16
2019-01-08 17:00:00,0.0,0.0,8,17
2019-01-08 18:00:00,0.0,0.0,8,18
2019-01-08 19:00:00,0.0,0.0,8,19
2019-01-08 20:00:00,0.0,1456.0,8,20
2019-01-08 21:00:00,0.0,0.0,8,21
2019-01-08 22:00:00,117.0,117.0,8,22
2019-01-08 23:00:00,0.0,0.0,8,23
2019-01-09 00:00:00,0.0,0.0,9,0
2019-01-09 01:00:00,0.0,0.0,9,1
2019-01-09 02:00:00,0.0,0.0,9,2
2019-01-09 03:00:00,0.0,0.0,9,3
2019-01-09 04:00:00,0.0,0.0,9,4
2019-01-09 05:00:00,0.0,0.0,9,5
2019-01-09 06:00:00,0.0,0.0,9,6
2019-01-09 07:00:00,0.0,0.0,9,7
2019-01-09 08:00:00,0.0,0.0,9,8
2019-01-09 09:00:00,0.0,0.0,9,9
2019-01-09 10:00:00,0.0,0.0,9,10
2019-01-09 11:00:00,0.0,0.0,9,11
2019-01-09 12:00:00,0.0,0.0,9,12
2019-01-09 13:00:00,0.0,3033.0,9,13
2019-01-09 14:00:00,0.0,2558.0,9,14
2019-01-09 15:00:00,0.0,3259.0,9,15
2019-01-09 16:00:00,0.0,0.0,9,16
2019-01-09 17:00:00,3594.0,3594.0,9,17
2019-01-09 18:00:00,0.0,0.0,9,18
2019-01-09 19:00:00,2478.0,2478.0,9,19
2019-01-09 20:00:00,0.0,0.0,9,20
2019-01-09 21:00:00,0.0,1027.0,9,21
2019-01-09 22:00:00,0.0,0.0,9,22
2019-01-09 23:00:00,0.0,0.0,9,23
2019-01-10 00:00:00,0.0,0.0,10,0
2019-01-10 01:00:00,0.0,0.0,10,1
2019-01-10 02:00:00,0.0,0.0,10,2
2019-01-10 03:00:00,0.0,0.0,10,3
2019-01-10 04:00:00,0.0,0.0,10,4
2019-01-10 05:00:00,0.0,0.0,10,5
2019-01-10 06:00:00,0.0,0.0,10,6
2019-01-10 07:00:00,0.0,1.0,10,7
2019-01-10 08:00:00,0.0,0.0,10,8
2019-01-10 09:00:00,0.0,0.0,10,9
2019-01-10 10:00:00,0.0,0.0,10,10
2019-01-10 11:00:00,0.0,1155.0,10,11
2019-01-10 12:00:00,0.0,915.0,10,12
2019-01-10 13:00:00,0.0,0.0,10,13
2019-01-10 14:00:00,3229.0,3229.0,10,14
2019-01-10 15:00:00,0.0,3067.0,10,15
2019-01-10 16:00:00,0.0,0.0,10,16
2019-01-10 17:00:00,3435.0,3435.0,10,17
2019-01-10 18:00:00,0.0,1342.0,10,18
2019-01-10 19:00:00,0.0,1441.0,10,19
2019-01-10 20:00:00,1760.0,1760.0,10,20
2019-01-10 21:00:00,0.0,292.0,10,21
2019-01-10 22:00:00,0.0,0.0,10,22
2019-01-10 23:00:00,0.0,0.0,10,23
2019-01-11 00:00:00,0.0,0.0,11,0
2019-01-11 01:00:00,0.0,1.0,11,1
2019-01-11 02:00:00,0.0,0.0,11,2
2019-01-11 03:00:00,0.0,0.0,11,3
2019-01-11 04:00:00,0.0,0.0,11,4
2019-01-11 05:00:00,0.0,0.0,11,5
2019-01-11 06:00:00,0.0,0.0,11,6
2019-01-11 07:00:00,0.0,0.0,11,7
2019-01-11 08:00:00,0.0,0.0,11,8
2019-01-11 09:00:00,0.0,0.0,11,9
2019-01-11 10:00:00,0.0,313.0,11,10
2019-01-11 11:00:00,0.0,0.0,11,11
2019-01-11 12:00:00,0.0,1258.0,11,12
2019-01-11 13:00:00,0.0,0.0,11,13
2019-01-11 14:00:00,2924.0,2924.0,11,14
2019-01-11 15:00:00,0.0,0.0,11,15
2019-01-11 16:00:00,0.0,2307.0,11,16
2019-01-11 17:00:00,0.0,2903.0,11,17
2019-01-11 18:00:00,0.0,1455.0,11,18
2019-01-11 19:00:00,0.0,0.0,11,19
2019-01-11 20:00:00,0.0,1588.5,11,20
2019-01-11 21:00:00,0.0,0.0,11,21
2019-01-11 22:00:00,0.0,12.0,11,22
2019-01-11 23:00:00,0.0,0.0,11,23
2019-01-12 00:00:00,0.0,0.0,12,0
2019-01-12 01:00:00,0.0,0.0,12,1
2019-01-12 02:00:00,0.0,0.0,12,2
2019-01-12 03:00:00,0.0,0.0,12,3
2019-01-12 04:00:00,0.0,0.0,12,4
2019-01-12 05:00:00,0.0,0.0,12,5
2019-01-12 06:00:00,0.0,0.0,12,6
2019-01-12 07:00:00,0.0,0.0,12,7
2019-01-12 08:00:00,0.0,0.0,12,8
2019-01-12 09:00:00,0.0,0.0,12,9
2019-01-12 10:00:00,0.0,0.0,12,10
2019-01-12 11:00:00,394.0,394.0,12,11
2019-01-12 12:00:00,0.0,0.0,12,12
2019-01-12 13:00:00,0.0,0.0,12,13
2019-01-12 14:00:00,0.0,0.0,12,14
2019-01-12 15:00:00,2703.0,2703.0,12,15
2019-01-12 16:00:00,0.0,2074.5,12,16
2019-01-12 17:00:00,0.0,0.0,12,17
2019-01-12 18:00:00,0.0,2507.0,12,18
2019-01-12 19:00:00,0.0,0.0,12,19
2019-01-12 20:00:00,0.0,0.0,12,20
2019-01-12 21:00:00,0.0,0.0,12,21
2019-01-12 22:00:00,0.0,0.0,12,22
2019-01-12 23:00:00,0.0,0.0,12,23
2019-01-13 00:00:00,0.0,0.0,13,0
2019-01-13 01:00:00,0.0,0.0,13,1
2019-01-13 02:00:00,0.0,0.0,13,2
2019-01-13 03:00:00,0.0,0.0,13,3
2019-01-13 04:00:00,0.0,0.0,13,4
2019-01-13 05:00:00,0.0,2.0,13,5
2019-01-13 06:00:00,0.0,0.0,13,6
2019-01-13 07:00:00,0.0,0.0,13,7
2019-01-13 08:00:00,0.0,0.0,13,8
2019-01-13 09:00:00,0.0,0.0,13,9
2019-01-13 10:00:00,0.0,0.0,13,10
2019-01-13 11:00:00,0.0,0.0,13,11
2019-01-13 12:00:00,0.0,0.0,13,12
2019-01-13 13:00:00,0.0,0.0,13,13
2019-01-13 14:00:00,0.0,0.0,13,14
2019-01-13 15:00:00,3519.0,3519.0,13,15
2019-01-13 16:00:00,3622.0,3622.0,13,16
2019-01-13 17:00:00,0.0,0.0,13,17
2019-01-13 18:00:00,0.0,0.0,13,18
2019-01-13 19:00:00,1226.0,1226.0,13,19
2019-01-13 20:00:00,0.0,1479.0,13,20
2019-01-13 21:00:00,0.0,0.0,13,21
2019-01-13 22:00:00,0.0,0.0,13,22
2019-01-13 23:00:00,0.0,1.0,13,23
2019-01-14 00:00:00,0.0,0.0,14,0
2019-01-14 01:00:00,0.0,0.0,14,1
2019-01-14 02:00:00,0.0,0.0,14,2
2019-01-14 03:00:00,0.0,0.0,14,3
2019-01-14 04:00:00,0.0,0.0,14,4
2019-01-14 05:00:00,0.0,0.0,14,5
2019-01-14 06:00:00,0.0,0.0,14,6
2019-01-14 07:00:00,0.0,0.0,14,7
2019-01-14 08:00:00,0.0,0.0,14,8
2019-01-14 09:00:00,0.0,0.0,14,9
2019-01-14 10:00:00,0.0,0.0,14,10
2019-01-14 11:00:00,0.0,0.0,14,11
2019-01-14 12:00:00,0.0,0.0,14,12
2019-01-14 13:00:00,0.0,0.0,14,13
2019-01-14 14:00:00,3175.0,3175.0,14,14
2019-01-14 15:00:00,0.0,0.0,14,15
2019-01-14 16:00:00,0.0,0.0,14,16
2019-01-14 17:00:00,0.0,2302.0,14,17
2019-01-14 18:00:00,0.0,0.0,14,18
2019-01-14 19:00:00,0.0,2462.0,14,19
2019-01-14 20:00:00,0.0,0.0,14,20
2019-01-14 21:00:00,0.0,725.0,14,21
2019-01-14 22:00:00,0.0,190.0,14,22
2019-01-14 23:00:00,0.0,0.0,14,23
2019-01-15 00:00:00,0.0,0.0,15,0
2019-01-15 01:00:00,0.0,0.0,15,1
2019-01-15 02:00:00,0.0,0.0,15,2
2019-01-15 03:00:00,0.0,0.0,15,3
2019-01-15 04:00:00,0.0,0.0,15,4
2019-01-15 05:00:00,0.0,0.0,15,5
2019-01-15 06:00:00,0.0,0.0,15,6
2019-01-15 07:00:00,0.0,0.0,15,7
2019-01-15 08:00:00,0.0,0.0,15,8
2019-01-15 09:00:00,0.0,0.0,15,9
2019-01-15 10:00:00,149.0,149.0,15,10
2019-01-15 11:00:00,0.0,0.0,15,11
2019-01-15 12:00:00,0.0,0.0,15,12
2019-01-15 13:00:00,0.0,0.0,15,13
2019-01-15 14:00:00,0.0,0.0,15,14
2019-01-15 15:00:00,3155.0,3155.0,15,15
2019-01-15 16:00:00,0.0,0.0,15,16
2019-01-15 17:00:00,0.0,0.0,15,17
2019-01-15 18:00:00,0.0,0.0,15,18
2019-01-15 19:00:00,0.0,0.0,15,19
2019-01-15 20:00:00,0.0,0.0,15,20
2019-01-15 21:00:00,0.0,1082.0,15,21
2019-01-15 22:00:00,303.0,303.0,15,22
2019-01-15 23:00:00,0.0,0.0,15,23
2019-01-16 00:00:00,0.0,0.0,16,0
2019-01-16 01:00:00,0.0,0.0,16,1
2019-01-16 02:00:00,0.0,0.0,16,2
2019-01-16 03:00:00,0.0,0.0,16,3
2019-01-16 04:00:00,0.0,0.0,16,4
2019-01-16 05:00:00,0.0,0.0,16,5
2019-01-16 06:00:00,0.0,0.0,16,6
2019-01-16 07:00:00,0.0,0.0,16,7
2019-01-16 08:00:00,0.0,0.0,16,8
2019-01-16 09:00:00,0.0,0.0,16,9
2019-01-16 10:00:00,0.0,0.0,16,10
2019-01-16 11:00:00,914.0,914.0,16,11
2019-01-16 12:00:00,0.0,0.0,16,12
2019-01-16 13:00:00,0.0,2543.0,16,13
2019-01-16 14:00:00,0.0,3143.0,16,14
2019-01-16 15:00:00,2835.0,2835.0,16,15
2019-01-16 16:00:00,0.0,0.0,16,16
2019-01-16 17:00:00,0.0,0.0,16,17
2019-01-16 18:00:00,0.0,2750.5,16,18
2019-01-16 19:00:00,0.0,0.0,16,19
2019-01-16 20:00:00,0.0,0.0,16,20
2019-01-16 21:00:00,0.0,0.0,16,21
2019-01-16 22:00:00,164.0,164.0,16,22
2019-01-16 23:00:00,0.0,0.0,16,23
2019-01-17 00:00:00,0.0,0.0,17,0
2019-01-17 01:00:00,0.0,0.0,17,1
2019-01-17 02:00:00,0.0,0.0,17,2
2019-01-17 03:00:00,0.0,0.0,17,3
2019-01-17 04:00:00,0.0,0.0,17,4
2019-01-17 05:00:00,0.0,0.0,17,5
2019-01-17 06:00:00,0.0,0.0,17,6
2019-01-17 07:00:00,0.0,0.0,17,7
2019-01-17 08:00:00,0.0,0.0,17,8
2019-01-17 09:00:00,0.0,0.0,17,9
2019-01-17 10:00:00,0.0,0.0,17,10
2019-01-17 11:00:00,0.0,658.0,17,11
2019-01-17 12:00:00,0.0,0.0,17,12
2019-01-17 13:00:00,0.0,2510.0,17,13
2019-01-17 14:00:00,0.0,0.0,17,14
2019-01-17 15:00:00,0.0,0.0,17,15
2019-01-17 16:00:00,0.0,0.0,17,16
2019-01-17 17:00:00,0.0,3375.0,17,17
2019-01-17 18:00:00,0.0,0.0,17,18
2019-01-17 19:00:00,0.0,2760.0,17,19
2019-01-17 20:00:00,0.0,0.0,17,20
2019-01-17 21:00:00,0.0,853.0,17,21
2019-01-17 22:00:00,0.0,94.0,17,22
2019-01-17 23:00:00,0.0,0.0,17,23
2019-01-18 00:00:00,0.0,0.0,18,0
2019-01-18 01:00:00,0.0,0.0,18,1
2019-01-18 02:00:00,0.0,0.0,18,2
2019-01-18 03:00:00,0.0,0.0,18,3
2019-01-18 04:00:00,0.0,0.0,18,4
2019-01-18 05:00:00,0.0,0.0,18,5
2019-01-18 06:00:00,0.0,0.0,18,6
2019-01-18 07:00:00,0.0,0.0,18,7
2019-01-18 08:00:00,0.0,0.0,18,8
2019-01-18 09:00:00,0.0,0.0,18,9
2019-01-18 10:00:00,0.0,0.0,18,10
2019-01-18 11:00:00,0.0,661.5,18,11
2019-01-18 12:00:00,0.0,1932.0,18,12
2019-01-18 13:00:00,0.0,0.0,18,13
2019-01-18 14:00:00,3212.0,3212.0,18,14
2019-01-18 15:00:00,0.0,2257.0,18,15
2019-01-18 16:00:00,3577.0,3577.0,18,16
2019-01-18 17:00:00,0.0,0.0,18,17
2019-01-18 18:00:00,0.0,0.0,18,18
2019-01-18 19:00:00,0.0,0.0,18,19
2019-01-18 20:00:00,0.0,0.0,18,20
2019-01-18 21:00:00,0.0,0.0,18,21
2019-01-18 22:00:00,0.0,639.0,18,22
2019-01-18 23:00:00,0.0,0.0,18,23
2019-01-19 00:00:00,0.0,0.0,19,0
2019-01-19 01:00:00,0.0,0.0,19,1
2019-01-19 02:00:00,0.0,0.0,19,2
2019-01-19 03:00:00,0.0,0.0,19,3
2019-01-19 04:00:00,0.0,0.0,19,4
2019-01-19 05:00:00,0.0,0.0,19,5
2019-01-19 06:00:00,0.0,0.0,19,6
2019-01-19 07:00:00,0.0,0.0,19,7
2019-01-19 08:00:00,0.0,0.0,19,8
2019-01-19 09:00:00,0.0,0.0,19,9
2019-01-19 10:00:00,274.0,274.0,19,10
2019-01-19 11:00:00,0.0,0.0,19,11
2019-01-19 12:00:00,0.0,0.0,19,12
2019-01-19 13:00:00,0.0,0.0,19,13
2019-01-19 14:00:00,0.0,2553.0,19,14
2019-01-19 15:00:00,0.0,3108.0,19,15
2019-01-19 16:00:00,0.0,0.0,19,16
2019-01-19 17:00:00,0.0,3349.0,19,17
2019-01-19 18:00:00,0.0,1764.0,19,18
2019-01-19 19:00:00,759.0,759.0,19,19
2019-01-19 20:00:00,0.0,432.0,19,20
2019-01-19 21:00:00,0.0,0.0,19,21
2019-01-19 22:00:00,0.0,0.0,19,22
2019-01-19 23:00:00,0.0,0.0,19,23
2019-01-20 00:00:00,0.0,0.0,20,0
2019-01-20 01:00:00,0.0,0.0,20,1
2019-01-20 02:00:00,0.0,0.0,20,2
2019-01-20 03:00:00,0.0,0.0,20,3
2019-01-20 04:00:00,0.0,0.0,20,4
2019-01-20 05:00:00,0.0,0.0,20,5
2019-01-20 06:00:00,0.0,0.0,20,6
2019-01-20 07:00:00,0.0,0.0,20,7
2019-01-20 08:00:00,0.0,0.0,20,8
2019-01-20 09:00:00,0.0,0.0,20,9
2019-01-20 10:00:00,0.0,141.0,20,10
2019-01-20 11:00:00,0.0,718.0,20,11
2019-01-20 12:00:00,0.0,2010.0,20,12
2019-01-20 13:00:00,0.0,0.0,20,13
2019-01-20 14:00:00,0.0,0.0,20,14
2019-01-20 15:00:00,0.0,0.0,20,15
2019-01-20 16:00:00,0.0,2656.0,20,16
2019-01-20 17:00:00,0.0,0.0,20,17
2019-01-20 18:00:00,0.0,1192.5,20,18
2019-01-20 19:00:00,2496.0,2496.0,20,19
2019-01-20 20:00:00,0.0,0.0,20,20
2019-01-20 21:00:00,0.0,0.0,20,21
2019-01-20 22:00:00,0.0,0.0,20,22
2019-01-20 23:00:00,0.0,0.0,20,23
2019-01-21 00:00:00,0.0,0.0,21,0
2019-01-21 01:00:00,0.0,0.0,21,1
2019-01-21 02:00:00,0.0,0.0,21,2
2019-01-21 03:00:00,0.0,0.0,21,3
2019-01-21 04:00:00,0.0,1.0,21,4
2019-01-21 05:00:00,0.0,0.0,21,5
2019-01-21 06:00:00,0.0,0.0,21,6
2019-01-21 07:00:00,0.0,0.0,21,7
2019-01-21 08:00:00,0.0,0.0,21,8
2019-01-21 09:00:00,0.0,0.0,21,9
2019-01-21 10:00:00,0.0,0.0,21,10
2019-01-21 11:00:00,0.0,0.0,21,11
2019-01-21 12:00:00,0.0,0.0,21,12
2019-01-21 13:00:00,0.0,3017.0,21,13
2019-01-21 14:00:00,0.0,334.0,21,14
2019-01-21 15:00:00,0.0,3381.0,21,15
2019-01-21 16:00:00,0.0,3329.0,21,16
2019-01-21 17:00:00,0.0,0.0,21,17
2019-01-21 18:00:00,0.0,0.0,21,18
2019-01-21 19:00:00,0.0,0.0,21,19
2019-01-21 20:00:00,0.0,0.0,21,20
2019-01-21 21:00:00,0.0,0.0,21,21
2019-01-21 22:00:00,0.0,0.0,21,22
2019-01-21 23:00:00,0.0,0.0,21,23
2019-01-22 00:00:00,0.0,0.0,22,0
2019-01-22 01:00:00,0.0,0.0,22,1
2019-01-22 02:00:00,0.0,0.0,22,2
2019-01-22 03:00:00,0.0,0.0,22,3
2019-01-22 04:00:00,0.0,0.0,22,4
2019-01-22 05:00:00,0.0,0.0,22,5
2019-01-22 06:00:00,0.0,0.0,22,6
2019-01-22 07:00:00,0.0,0.0,22,7
2019-01-22 08:00:00,0.0,0.0,22,8
2019-01-22 09:00:00,0.0,0.0,22,9
2019-01-22 10:00:00,0.0,45.0,22,10
2019-01-22 11:00:00,1021.0,1021.0,22,11
2019-01-22 12:00:00,0.0,1927.0,22,12
2019-01-22 13:00:00,0.0,0.0,22,13
2019-01-22 14:00:00,0.0,0.0,22,14
2019-01-22 15:00:00,0.0,0.0,22,15
2019-01-22 16:00:00,0.0,0.0,22,16
2019-01-22 17:00:00,0.0,0.0,22,17
2019-01-22 18:00:00,0.0,0.0,22,18
2019-01-22 19:00:00,0.0,0.0,22,19
2019-01-22 20:00:00,1719.0,1719.0,22,20
2019-01-22 21:00:00,0.0,730.0,22,21
2019-01-22 22:00:00,0.0,57.0,22,22
2019-01-22 23:00:00,0.0,0.0,22,23
2019-01-23 00:00:00,0.0,0.0,23,0
2019-01-23 01:00:00,0.0,0.0,23,1
2019-01-23 02:00:00,0.0,0.0,23,2
2019-01-23 03:00:00,0.0,0.0,23,3
2019-01-23 04:00:00,0.0,0.0,23,4
2019-01-23 05:00:00,0.0,0.0,23,5
2019-01-23 06:00:00,0.0,0.0,23,6
2019-01-23 07:00:00,0.0,0.0,23,7
2019-01-23 08:00:00,0.0,0.0,23,8
2019-01-23 09:00:00,0.0,0.0,23,9
2019-01-23 10:00:00,216.0,216.0,23,10
2019-01-23 11:00:00,0.0,260.0,23,11
2019-01-23 12:00:00,0.0,0.0,23,12
2019-01-23 13:00:00,0.0,1186.0,23,13
2019-01-23 14:00:00,0.0,0.0,23,14
2019-01-23 15:00:00,3257.0,3257.0,23,15
2019-01-23 16:00:00,0.0,0.0,23,16
2019-01-23 17:00:00,0.0,2896.0,23,17
2019-01-23 18:00:00,0.0,0.0,23,18
2019-01-23 19:00:00,0.0,0.0,23,19
2019-01-23 20:00:00,958.0,958.0,23,20
2019-01-23 21:00:00,0.0,0.0,23,21
2019-01-23 22:00:00,0.0,0.0,23,22
